SAGDP2 Gross domestic product (GDP) by state 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAGDP2 Gross domestic product (GDP) by state 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State or DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GeoFips,GeoName,LineCode,Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
6000,California,68,"    Educational services, health care, and social assistance",61569.8,64428.4,68521.9,73181.2,78889.2,87090.3,93733.3,101213.4,105552.8,112757.9,118726.1,131270,140783.2,147363.2,154404.4,162704.9,168403.8,174828.8,186106.5,197990.6,207059.9,218392.2,232013.9,238236.5,254892.2,273240.1,297752.8,324357.8
6000,California,69,      Educational services,7954.8,8223.7,9049.7,9856.1,10750.2,11611.3,12970.2,14454.7,14877.1,16150,17001.1,19096,21498.7,23132.9,24297.2,25490,26041,27647.5,28457.9,29923.8,30675.6,32549,34651.6,32687.9,33950.5,38130.4,40356.3,42689.1
6000,California,70,      Health care and social assistance,53615,56204.6,59472.2,63325.1,68139,75479,80763.2,86758.7,90675.8,96607.9,101725,112174,119284.6,124230.4,130107.2,137215,142362.8,147181.3,157648.7,168066.8,176384.3,185843.2,197362.3,205548.7,220941.6,235109.7,257396.5,281668.7
6000,California,71,        Ambulatory health care services,29552.9,30136.4,31508.6,33544.9,35288,38877.5,39551.9,42142,44388.8,47088.1,49725.6,54732.1,56852,64714.6,68640,71300.9,73615.5,75948,81194,86841.1,91270.3,96365.1,103172.5,105195.8,117678.1,121992.4,134431.3,146022.6
6000,California,72,        Hospitals,14655.1,15953.2,16978.4,17609.4,19709.8,22310.5,25891.8,28953.1,30352.5,32683,34277.7,37882.1,41699.1,37545.3,38378.3,39417,40385.4,41269.2,44290.6,45921.7,47720.3,49834.9,51620.6,53983.2,55916.8,59192.2,63594.7,67038
6000,California,73,        Nursing and residential care facilities,4661.7,4912.7,5224.9,5787.6,6561.8,7260.2,7702.8,7933.6,7822.7,8294,8673.3,9519.3,10032.2,10512,11114.5,11446.9,11849.8,12545.6,13413.7,14366.6,14963.7,15768.3,16324.5,18026.7,17803.6,20042.3,22149.4,23964
6000,California,74,        Social assistance,4745.3,5202.3,5760.3,6383.1,6579.3,7030.8,7616.7,7730,8111.7,8542.8,9048.4,10040.5,10701.3,11458.5,11974.4,15050.1,16512.1,17418.5,18750.3,20937.3,22430,23874.9,26244.7,28343,29543.1,33882.7,37221.1,44644.1
6000,California,75,"    Arts, entertainment, recreation, accommodation, and food services",40599.3,44379.6,48651.5,53814.8,55429.6,59941.1,64831,69462.3,70609.5,75117.7,76383.9,78077.9,75240.1,77426.4,81875,87261.7,91138.7,100480.4,109704.7,118155.3,124222.7,130543,140243.2,107771.8,137203.5,156848.3,174817.3,184259.9
6000,California,76,"      Arts, entertainment, and recreation",13491.4,14477.1,15969.9,17827.5,17826.9,19557.2,22815.9,24086.4,25003.5,26143,26472.7,27555.6,26995.3,28125.7,29846.7,32627.2,32867.7,35116.1,35149.3,37227.8,38610.8,41637.8,44719.2,31626.4,38810.4,50278,54692.3,57602.7
6000,California,77,"        Performing arts, spectator sports, museums, and related activities",8894.4,10031.8,10958.5,12215.9,12907.5,14362.7,17230.2,17867.9,18079.4,18950.5,18496.6,19617.1,19611.3,20443.2,22042.4,23846.6,23386.6,25070.7,24542.5,26036.8,26891.3,29131.8,30880,23494.7,27254.5,35395.6,38216.5,40217.4
6000,California,78,"        Amusement, gambling, and recreation industries",4597,4445.3,5011.4,5611.6,4919.4,5194.5,5585.7,6218.5,6924.1,7192.5,7976.1,7938.5,7384.1,7682.5,7804.3,8780.6,9481.1,10045.5,10606.8,11190.9,11719.5,12506.1,13839.2,8131.8,11555.8,14882.3,16475.8,17385.3
6000,California,79,      Accommodation and food services,27107.9,29902.5,32681.5,35987.3,37602.7,40383.9,42015.1,45375.9,45606.1,48974.7,49911.1,50522.3,48244.8,49300.7,52028.2,54634.5,58271,65364.3,74555.4,80927.6,85611.9,88905.1,95523.9,76145.3,98393.1,106570.3,120125,126657.2
6000,California,80,        Accommodation,6412.7,6928,7660,8731.4,8730.1,9036.7,9409,10762.7,10717.4,11968.7,12642.2,12709,11383.3,11801.1,12993.5,12931.5,13411.8,15699.6,18361.8,19533.4,20627.6,20149.8,21160.5,19552.3,25915.2,23231.7,25651.4,27283.3
6000,California,81,        Food services and drinking places,20695.3,22974.5,25021.6,27255.9,28872.7,31347.2,32606.1,34613.2,34888.7,37006,37269,37813.3,36861.5,37499.7,39034.7,41703,44859.2,49664.7,56193.6,61394.2,64984.3,68755.3,74363.5,56593,72477.9,83338.6,94473.6,99373.9
6000,California,82,    Other services (except government and government enterprises),31158.9,34278,35749.3,39040.7,35613,38436.8,37664.9,39628,41532.4,43602.3,43896.2,42853.6,41572.4,41613,42311.9,43906.4,45589.3,49331.9,52074.9,53646.9,56560.3,59296,61944.6,55174,58749.1,67218,73389.1,77682.5
